6,11,23,32,36,47
5,13,17,34,41,45
2,6,33,34,37,43
12,24,25,26,28,40
6,12,21,24,45,47
9,11,20,36,39,40
13,16,17,31,38,40
4,5,30,32,38,46
12,14,20,26,36,47
5,7,23,33,40,47
7,10,21,22,46,49
4,7,25,33,42,44
4,11,23,33,38,46
10,12,14,25,46,48
10,14,22,25,39,45
10,12,25,28,35,45
16,20,22,26,33,38
1,12,24,36,37,45
10,17,19,20,44,45
11,13,23,27,38,43
2,16,17,36,41,43
2,10,29,34,37,43
2,8,32,33,36,44
2,3,18,40,44,48
3,15,22,24,42,49
12,16,22,27,33,45
3,10,22,36,39,45
5,12,23,34,39,42
7,18,22,31,33,44
5,16,22,30,38,44
5,12,21,28,40,49
8,10,23,31,35,48
6,13,15,36,40,45
7,11,17,35,42,43
5,16,25,30,33,46
3,8,25,30,43,46
10,17,22,24,37,45
12,22,24,26,27,44
2,23,26,33,34,37
8,10,13,34,42,48
1,3,30,35,39,47
1,19,22,23,44,46
3,9,20,35,43,45
6,10,21,28,44,46
9,12,15,32,43,44
13,20,23,25,26,48
1,22,24,32,37,39
6,20,24,27,31,47
6,20,25,26,38,40
2,10,11,35,48,49
4,12,23,26,44,46
5,13,17,30,42,48
3,13,26,35,36,42
5,11,16,33,43,47
3,10,16,38,43,45
1,9,24,39,40,42
8,13,22,24,42,46
9,12,22,25,43,44
1,8,20,38,40,48
2,8,21,39,41,44
8,20,22,27,37,41
6,12,15,31,43,48
7,23,24,25,36,40
10,13,17,23,44,48
6,22,25,29,31,42
2,16,19,34,41,43
7,12,16,32,41,47
3,13,22,33,39,45
6,8,26,31,40,44
5,15,17,35,41,42
2,22,27,31,36,37
12,13,19,22,41,48
5,18,20,23,41,48
6,19,21,32,36,41
5,8,31,33,35,43
4,17,20,36,38,40
8,10,29,30,35,43
5,9,25,30,40,46
2,5,13,40,47,48
2,6,13,42,43,49
4,15,21,34,38,43
9,10,21,30,38,47
4,6,27,35,41,42
9,15,20,31,33,47
14,21,25,26,33,36
12,15,16,30,36,46
6,9,10,41,43,46
2,13,19,31,41,49
16,17,21,31,32,38
9,12,26,33,34,41
5,13,28,33,35,41
8,12,22,26,41,46
4,22,23,27,38,41
11,18,23,24,30,49
8,16,20,30,32,49
4,17,24,32,36,42
6,13,17,31,40,48
2,8,11,40,46,48
3,4,28,35,40,45
3,14,20,32,39,47
4,25,28,31,33,34
1,6,19,40,41,48
4,17,22,24,42,46
1,10,17,38,44,45
1,7,20,34,44,49
3,8,26,30,42,46
4,10,24,27,43,47
4,8,24,34,40,45
6,14,24,32,35,44
8,21,23,26,32,45
10,19,23,31,34,38
5,17,24,31,34,44
7,11,26,32,33,46
3,6,31,33,35,47
4,5,12,41,45,48
2,14,25,30,35,49
9,10,14,33,44,45
14,16,21,32,34,38
4,13,16,30,45,47
12,15,22,26,38,42
2,13,21,33,39,47
1,10,18,39,43,44
3,8,24,39,40,41
16,18,21,23,31,46
1,17,30,33,35,39
12,13,17,33,37,43
5,10,15,37,43,45
10,15,19,30,33,48
3,15,22,29,40,46
2,16,26,32,39,40
5,25,26,31,32,36
3,13,20,34,36,49
1,9,31,32,38,44
2,9,32,35,36,41
14,19,21,29,30,42
3,12,14,36,42,48
12,18,25,28,31,41
1,17,21,27,44,45
10,17,23,34,35,36
14,21,22,23,27,48
3,15,25,27,42,43
5,7,23,30,42,48
7,12,16,31,41,48
3,16,24,29,41,42
10,15,23,27,31,49
1,9,10,43,45,47
4,13,19,36,41,42
1,15,19,35,40,45
10,19,22,24,33,47
8,11,23,24,41,48
8,10,14,35,42,46
2,14,21,34,36,48
2,22,27,32,33,39
1,24,25,31,36,38
4,13,30,32,37,39
11,19,22,27,32,44
12,14,17,25,41,46
6,19,20,23,42,45
13,16,20,24,36,46
3,6,19,40,43,44
13,15,19,21,41,46
7,11,12,32,46,47
4,15,16,30,42,48
12,15,23,27,33,45
11,18,22,29,30,45
9,12,14,35,41,44
5,14,21,27,43,45
2,13,27,35,38,40
3,17,23,31,39,42
2,22,29,31,32,39
4,18,23,25,40,45
3,6,24,34,42,46
10,17,22,26,37,43
10,16,19,20,44,46
5,8,14,41,42,45
8,14,25,30,34,44
3,4,14,42,43,49
1,12,25,27,44,46
13,14,25,27,33,43
15,16,22,23,37,42
4,10,24,29,41,47
4,7,15,41,43,45
15,16,21,25,30,48
10,11,16,29,43,46
11,19,20,23,36,46
10,17,24,25,38,41
7,18,23,30,31,46
10,17,18,26,41,43
1,14,16,37,40,47
6,11,21,37,38,42
6,17,21,30,38,43
11,12,17,33,39,43
13,14,16,32,37,43
10,11,15,34,39,46
3,12,27,29,41,43
6,20,21,27,36,45
3,23,25,30,36,38
8,10,14,37,40,46
6,11,24,28,42,44
1,3,16,40,47,48
13,17,18,21,41,45
12,15,22,25,37,44
3,10,14,35,45,48
1,13,19,33,41,48
7,12,27,34,35,40
5,17,21,25,43,44
10,15,22,29,34,45
5,15,31,32,35,37
7,14,21,33,35,45
9,12,25,31,33,45
3,4,25,32,43,48
2,15,18,34,41,45
2,21,25,27,39,41
5,13,26,31,33,47
11,14,23,26,36,45
7,24,28,30,32,34
4,10,13,36,43,49
2,12,29,35,37,40
6,10,14,35,42,48
13,16,19,33,34,40
3,15,16,35,42,44
7,17,20,31,36,44
1,25,26,29,30,44
14,17,22,25,34,43
10,14,16,35,37,43
9,23,26,31,32,34
7,11,23,27,42,45
5,13,14,33,44,46
6,20,22,27,36,44
14,15,18,25,41,42
1,19,28,31,36,40
5,7,30,31,37,45
13,17,26,32,33,34
10,19,21,26,37,42
1,5,23,35,43,48
11,13,15,35,38,43
4,28,29,30,31,33
8,14,24,30,35,44
7,16,25,31,32,44
5,6,29,30,42,43
11,18,26,27,31,42
9,15,22,30,37,42
15,18,21,23,35,43
11,22,24,25,35,38
11,22,24,29,34,35
7,12,25,35,36,40
6,12,26,32,33,46
4,19,27,30,34,41
5,7,23,37,41,42
1,10,12,39,44,49
9,13,25,32,35,41
2,20,23,28,39,43
2,13,15,36,42,47
10,23,26,27,34,35
5,10,22,30,39,49
6,11,20,31,38,49
2,26,29,31,33,34
1,4,25,36,42,47
10,19,20,29,35,42
2,9,21,32,44,47
8,11,12,35,40,49
6,12,14,30,46,47
5,20,22,28,31,49
9,13,16,30,40,47
3,14,17,34,43,44
8,10,12,33,45,47
3,15,22,34,38,43
14,20,24,25,33,39
16,17,20,32,33,37
13,16,18,32,35,41
8,10,29,30,32,46
3,10,25,35,38,44
14,15,17,21,43,45
6,9,26,31,40,43
5,10,23,38,39,40
4,15,20,37,39,40
8,15,24,33,34,41
3,9,26,30,43,44
13,16,26,29,31,40
10,13,23,29,34,46
2,14,26,32,37,44
3,14,16,35,42,45
10,14,24,26,35,46
6,17,20,23,44,45
13,14,22,24,33,49
11,13,14,34,39,44
5,6,21,35,42,46
11,12,19,26,42,45
4,15,27,31,34,44
1,13,26,28,40,47
15,22,25,28,31,34
2,4,25,33,44,47
3,14,19,33,42,44
7,8,22,32,40,46
8,11,12,33,42,49
2,8,30,32,37,46
10,14,27,28,31,45
6,14,26,30,38,41
4,18,23,27,40,43
8,13,14,31,44,45
13,18,20,29,32,43
8,11,18,31,42,45
10,15,21,35,36,38
2,12,16,33,45,47
11,16,24,25,33,46
1,16,27,30,36,45
2,14,23,27,44,45
4,17,23,31,35,45
16,22,24,28,32,33
14,16,17,22,40,46
5,14,20,24,44,48
10,16,27,29,31,42
9,20,21,31,35,39
15,16,20,29,35,40
9,15,17,33,40,41
11,16,25,27,34,42
8,11,27,30,35,44
3,13,26,35,37,41
5,12,21,35,37,45
7,25,27,30,32,34
11,16,26,27,32,43
15,21,24,25,31,39
9,10,21,22,45,48
1,13,17,38,41,45
10,12,22,29,36,46
6,21,27,30,35,36
1,3,34,36,39,42
7,17,23,31,33,44
1,17,25,32,35,45
7,12,24,32,38,42
4,13,22,26,41,49
2,13,28,30,38,44
8,9,22,31,42,43
1,4,23,37,44,46
9,13,23,25,40,45
5,22,23,28,34,43
7,18,25,30,32,43
10,19,20,24,36,46
16,19,20,25,30,45
11,17,22,26,39,40
14,16,24,26,31,44
1,10,17,30,48,49
15,16,22,31,32,39
4,6,32,35,36,42
9,20,24,27,30,45
2,23,27,29,30,44
13,19,20,27,34,42
11,22,25,26,28,43
3,6,20,39,40,47
2,17,27,33,35,41
9,11,22,33,37,43
13,18,21,23,33,47
6,10,25,34,35,45
8,21,22,25,30,49
10,22,27,28,30,38
14,20,21,26,27,47
6,13,21,36,39,40
13,17,21,31,36,37
1,15,20,34,36,49
1,22,24,28,32,48
5,20,25,29,36,40
4,6,15,40,41,49
9,10,15,36,41,44
6,17,18,33,40,41
6,10,20,35,38,46
11,18,22,26,32,46
1,17,26,35,36,40
12,16,26,28,33,40
10,16,22,23,37,47
11,25,27,28,30,34
2,7,28,31,42,45
8,10,19,30,43,45
2,19,28,30,33,43
6,10,27,32,33,47
5,14,16,32,42,46
1,6,23,35,43,47
7,10,15,30,45,48
9,12,14,30,43,47
4,11,18,35,43,44
8,12,27,32,34,42
5,24,26,30,33,37
3,14,28,33,37,40
10,11,19,26,43,46
11,16,17,27,40,44
15,16,20,25,33,46
5,10,26,31,34,49
8,10,25,33,35,44
12,16,25,28,32,42
1,2,27,35,44,46
5,16,20,33,36,45
2,16,20,32,38,47
2,14,29,32,37,41
1,9,33,34,37,41
15,16,20,25,36,43
5,13,20,27,41,49
2,10,32,35,37,39
5,8,29,32,40,41
6,14,21,34,36,44
4,5,29,32,41,44
5,15,23,31,33,48
6,8,30,31,39,41
9,23,25,26,31,41
2,17,20,29,43,44
11,21,24,25,27,47
11,15,19,32,38,40
3,16,20,35,39,42
9,13,14,34,42,43
2,13,30,35,37,38
7,15,28,30,31,44
3,10,27,33,39,43
2,17,23,30,37,46
7,13,22,27,40,46
10,11,18,32,39,45
1,15,17,37,40,45
8,9,20,35,40,43
4,15,17,31,42,46
1,16,19,31,42,46
1,11,18,34,43,48
3,16,24,25,42,45
11,14,15,35,38,42
1,8,21,39,41,45
3,12,25,32,34,49
1,3,33,36,38,44
2,20,22,27,38,46
14,17,19,22,40,43
3,8,31,33,34,46
2,15,32,34,35,37
2,21,28,31,36,37
2,6,21,37,44,45
3,6,15,40,44,47
11,14,24,25,36,45
2,6,25,34,41,47
1,7,22,35,41,49
5,11,27,33,36,43
9,13,25,31,33,44
8,10,28,33,35,41
8,10,22,34,36,45
1,8,31,37,38,40
2,17,21,33,37,45
11,14,22,23,36,49
14,16,22,30,35,38
2,7,22,35,43,46
13,15,23,25,32,47
14,15,19,21,41,45
1,3,27,38,40,46
9,20,26,29,31,40
10,15,18,32,35,45
10,17,21,28,30,49
3,18,29,31,34,40
11,13,29,30,34,38
4,6,16,41,42,46
1,17,24,32,34,47
1,18,22,32,38,44
11,20,28,29,33,34
3,22,28,29,33,40
5,10,22,28,44,46
7,11,16,36,41,44
3,13,28,30,34,47
2,19,20,31,38,45
4,15,20,29,43,44
2,4,23,39,43,44
1,15,26,31,33,49
5,21,25,27,31,46
11,17,27,32,33,35
5,14,30,31,37,38
8,22,25,30,33,37
9,24,25,31,32,34
5,19,22,30,32,47
1,4,23,30,48,49
6,21,25,27,32,44
14,18,23,24,34,42
11,16,22,32,35,39
14,16,23,25,36,41
2,3,28,33,40,49
7,12,18,33,42,43
12,14,24,29,30,46
1,6,21,37,43,47
5,11,19,34,40,46
4,10,26,34,39,42
15,19,20,25,34,42
3,14,22,36,38,42
2,9,23,33,42,46
3,9,24,30,44,45
3,11,22,34,39,46
5,10,18,31,42,49
2,10,24,28,44,47
8,13,21,27,42,44
2,9,31,32,37,44
5,13,28,32,36,41
5,10,18,39,41,42
4,21,24,29,35,42
14,16,18,20,41,46
2,16,17,32,43,45
1,14,26,32,37,45
4,6,25,36,41,43
8,18,21,22,42,44
5,8,23,30,44,45
2,9,28,30,42,44
5,11,12,34,46,47
10,17,22,27,36,43
2,3,26,39,41,44
9,10,28,30,33,45
5,18,31,32,33,36
4,13,22,23,44,49
2,5,21,37,44,46
2,18,21,25,40,49
9,22,23,26,32,43
3,16,20,36,39,41
3,26,27,31,33,35
5,7,13,40,42,48
1,17,20,26,45,46
4,19,20,29,40,43
14,16,20,24,35,46
11,17,23,29,35,40
9,13,23,31,34,45
9,10,19,33,41,43
10,14,22,26,35,48
4,15,20,36,37,43
15,16,17,32,34,41
2,8,24,33,43,45
5,22,25,26,37,40
8,11,18,32,42,44
3,7,20,36,40,49
9,12,21,22,45,46
3,7,25,36,41,43
9,10,23,34,35,44
4,18,20,26,40,47
2,19,20,30,39,45
4,11,29,32,39,40
5,18,20,24,40,48
8,12,21,28,41,45
9,10,28,31,34,43
3,9,30,33,34,46
12,22,26,28,30,37
2,20,22,34,38,39
1,8,20,35,43,48
15,16,20,21,36,47
2,11,22,37,38,45
2,12,25,26,42,48
5,14,26,31,38,41
6,7,22,30,41,49
5,12,21,27,41,49
3,4,31,35,36,46
12,13,26,28,31,45
7,14,20,25,43,46
3,11,12,32,48,49
12,15,25,29,32,42
10,16,17,26,40,46
11,26,27,29,30,32
5,12,13,39,42,44
5,6,11,41,44,48
11,18,20,27,33,46
1,11,18,38,43,44
5,14,22,31,35,48
2,18,24,30,38,43
10,15,29,30,34,37
1,24,26,30,36,38
3,15,27,34,36,40
4,9,25,31,41,45
9,16,22,30,33,45
7,13,23,29,41,42
4,10,20,35,37,49
2,21,29,32,35,36
3,6,27,32,43,44
2,7,14,43,44,45
4,15,23,35,36,42
12,15,16,31,34,47
7,14,20,25,41,48
2,4,34,35,36,44
6,11,21,32,39,46
2,15,25,32,39,42
10,18,20,28,35,44
1,11,29,32,35,47
10,15,26,33,34,37
11,16,26,27,32,43
9,12,22,26,42,44
10,14,19,31,33,48
3,4,26,31,42,49
6,15,22,31,38,43
3,11,25,26,44,46
1,12,24,29,44,45
9,11,19,31,42,43
7,15,21,22,41,49
3,8,21,39,40,44
11,16,23,27,34,44
12,14,20,28,32,49
5,12,26,35,36,41
8,14,21,26,40,46
11,18,21,27,30,48
11,18,24,32,34,36
1,2,20,37,46,49
10,11,24,27,37,46
1,16,17,32,42,47
15,18,21,30,34,37
11,23,28,29,30,34
3,11,24,29,42,46
5,9,22,34,40,45
4,10,20,29,43,49
4,15,20,34,35,47
1,5,13,43,46,47
2,3,27,34,41,48
2,3,28,32,42,48
9,13,22,31,36,44
7,11,24,35,38,40
6,8,20,36,40,45
3,6,27,32,42,45
3,18,25,32,35,42
4,12,26,34,38,41
10,20,22,26,28,49
12,17,23,26,36,41
2,17,23,33,36,44
11,12,18,22,44,48
11,15,23,26,33,47
4,17,21,26,43,44
16,18,23,25,32,41
8,10,26,28,41,42
11,12,25,29,36,42
6,15,24,26,40,44
2,17,20,34,36,46
5,10,15,30,47,48
3,10,17,36,44,45
2,4,24,30,47,48
2,19,24,30,39,41
3,11,24,32,37,48
